Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN,Rating Count,Rating,Price,Price Source
科學發明王2,내일은 발명왕,CHINA,Chinese(简体),nan,곰돌이 co.,徐月珠,N,三采文化出版事业有限公司,2012,KDC구분 > Technology,9789862298190,0.0,0.0,-1.0,N/A
冒险15人组,15소년 어드벤처,CHINA,Chinese(简体),崔德熙,최덕희,李荣,N,浙江敎育出版社,2012,KDC구분 > literature > Korean Literature > Children and Adolescents,"9789862412237, 9862412232",-1.0,-1.0,-1.0,N/A
Il Poeta,시인,nan,Italian(Italiano),Yi MunYol,이문열,Maurizio Riotto,N,Bompiani,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,8845271986,212.0,3.42,0.0,Kindle Unlimited
土豆养生法,"감자, 내 몸을 살린다",CHINA,Chinese(简体),赵贤默,조현묵,沈潼,N,广西科学技术,2012,KDC구분 > Technology,"9787807637325, 7807637323",-1.0,-1.0,-1.0,N/A
大蒜养生法,"마늘, 내 몸을 살린다",CHINA,Chinese(简体),金美利,김미리,严莹鲜,N,广西科学技术,2012,KDC구분 > Technology,"9787807637318, 7807637315",-1.0,-1.0,-1.0,N/A
"O Kurze, Która opuściła podwórze",마당을 나온 암탉,POLAND,Polish(Polski),黄善美,황선미,"Edyta Matejko-Paszkowska,Choi Sung Eun",Y,Kwiaty Orientu,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788393253425,20515.0,3.98,5.99,Kindle
Гэрээ орхисон минь,나의 집을 떠나며,MONGOLIA,Mongolian(Монгол Хэл),Хёнъ Гирөнъ,현길언,"LEE ANNA,г.баярмаа",Y,бопор судар,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9789996215001,-1.0,-1.0,-1.0,N/A
Mondestrunken,달에 홀린 광대,GERMANY,German(Deutsch),Jung Young Moon,정영문,"Phillipp HAAS,Lee Byong-hun",Y,델타출판사,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783927648432,0.0,0.0,-1.0,N/A
สังเวยแค้นจักรพรรดิ,진시황 프로젝트,THAILAND,Thai(ภาษาไทย),Gwang-Su Yu,유광수,อมรรัตน์ ทิราพงษ์,N,CRIME & MYSTERY,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786160407460,4.0,2.75,-1.0,N/A
Dazwischen,사이,nan,German(Deutsch),Lee Si-Young,이시영,Andreas Schirmer,Y,Peperkorn,2012,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9783929181876,-1.0,-1.0,-1.0,N/A
逃亡神偷,도망자 이치도,CHINA,Chinese(简体),成硕济,성석제,"金冉,郑炳男",Y,上海文艺出版社,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787532142545,0.0,0.0,-1.0,N/A
韩国语语法,한국어 문법,nan,Chinese(简体),李翊燮,이익섭,"郭一诚,闫超,万宇",N,世界图书,2012,KDC구분 > Language,9787510041983,0.0,0.0,-1.0,N/A
ОГНЕННАЯ РЕКА,불의 강,RUSSIAN FEDERATION,Russian(Русский),О ЧОНХИ,오정희,"Сын джуен,Александра Гуделева",Y,ГИПЕРИОН,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9785893321852,76.0,3.79,-1.0,N/A
ОСЕННИЕ КЛЁНЫ,한국고전시가전집,RUSSIAN FEDERATION,Russian(Русский),"ЧОН МОНДЖУ,У Тхак,Ли Джоно,Вон","정몽주,우탁,이존오","М. И. Никитиной,Л. Р. Концевиуа",Y,ГИПЕРИОН,2012,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9785893321906,0.0,0.0,-1.0,N/A
SUGGUNGGA,수궁가,FRANCE,French(Français),nan,nan,"Han Yumi,Hervé Péjaudier",Y,이마고 출판사,2012,KDC구분 > literature > Korean Literature > Korean Drama > Joseon Dynasty (including pansori stories),9782849521601,0.0,0.0,-1.0,N/A
韓国国立中央博物館の至宝,미리 가 본 국립중앙박물관,JAPAN,Japanese(日本語),오명숙,오명숙,"金安淑,韓登 日本版監修",Y,山川,2012,KDC구분 > Social science,9784634150188,0.0,0.0,-1.0,N/A
鏡の中の天使 -金春洙詩集,거울 속의 천사,JAPAN,Japanese(日本語),金春洙,김춘수,姜尚求,Y,思潮社,2012,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9784783724438,0.0,0.0,-1.0,N/A
どんぐりちゃん,관계,nan,Japanese(日本語),アンドヒョン,안도현,ゲイル,N,星の環会,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9784892945120,0.0,0.0,-1.0,N/A
舌尖上凋落的愛情,혀,nan,Chinese(简体),趙京蘭,조경란,"薛舟,徐丽红",N,天下遠見出版公司,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789862169254,907.0,3.39,10.99,Kindle
Ajalugu voolab,역사는 흐른다,ESTONIA,Estonian(Eesti),Han Musuk,한무숙,"Kim Jung-Gon,Tarmo Lilleoja",Y,Tallinn,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789985587263,26.0,4.08,-1.0,N/A
世界圖書館紀行,세계 도서관 기행,CHINA,Chinese(简体),柳鍾珌 撰文,유종필,林鎮民,N,廣智文化,2012,KDC구분 > General Works > Library and information science,"9789866034206, 9866034208",-1.0,-1.0,-1.0,N/A
จักรพรรดิที่โลกลืม,황제를 위하여 1,nan,Thai(ภาษาไทย),เขียน,이문열,"Lee,Ji-Eun",Y,บริษัท นานมีบุ๊คส์,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9786160409150,13.0,3.08,-1.0,N/A
ai đã ặn hết những cây sing-a ngày ấy?,그 많던 싱아는 누가 다 먹었을까,VIET NAM,Vietnamese(Tiếng Việt),Park Wan Suh,박완서,Nguyễn Lệ Thu,Y,Nhà Xuất Bản Trẻ,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9786041015319,-1.0,-1.0,-1.0,N/A
Země mlh,대장간의 유혹,CZECH REPUBLIC,Czech(Český Jazyk),Kim Kwang-gju,김광규,Ivana M. Gruberová,Y,달마가이아,2012,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1945-1999,9788074360220,-1.0,-1.0,-1.0,N/A
植物たちの私生活,식물들의 사생활,JAPAN,Japanese(日本語),李承雨,이승우,金順姬,Y,藤原書店,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9784894348561,0.0,0.0,-1.0,N/A
TERRE DES ANCÊTRES,아버지의 땅,FRANCE,French(Français),Lim Chul-Woo,임철우,"CHOE Ae-young,Jean Bellemin-Noël",Y,이마고 출판사,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9782849521809,0.0,0.0,-1.0,N/A
WUTURI LE BÉBÉ GÉANT,우리나라 우투리,FRANCE,French(Français),KIM KWQNG-LIM,김광림,"Han Yumi,Hervé Péjaudier",Y,이마고 출판사,2012,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Play script,9782849521816,0.0,0.0,-1.0,N/A
(从小爱科学) 科学侦察队秘密,유레카 과학수사대,CHINA,Chinese(简体),朴世卿,박세경,"吕昭君,马瑞",N,浙江少年儿童,2012,KDC구분 > Arts,9787534267758,0.0,0.0,-1.0,N/A
(从小爱科学)科学侦察队谋,유레카 과학수사대,CHINA,Chinese(简体),朴世卿,박세경,"吕昭君,马瑞",N,浙江少年儿童,2012,KDC구분 > Arts,9787534267741,0.0,0.0,-1.0,N/A
Hors les murs,그 많던 싱아는 누가 다 먹었을까,FRANCE,French(Français),Pak Wan-seo,박완서,Hélène Lebrun,Y,Atelier des Cahiers,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9782952928687,452.0,4.16,7.99,Kindle
A trilogia da margem,이수지의 그림책,BRAZIL,Portuguese(Português),Suzy Lee,이수지,Cid Knipel,Y,Cosac Naify,2012,KDC구분 > Arts,9788540501850,91.0,4.55,-1.0,N/A
『ラクダに乗って』申庚林詩選集,신경림 시선집: 낙타를 타고,JAPAN,Japanese(日本語),申庚林,신경림,吉川凪,Y,CUON,2012,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9784904855133,-1.0,-1.0,-1.0,N/A
少年科學偵探 CSI 1 --- 成立CSI小組,"어린이 과학 형사대 CSI 1 --- 박춘삼 교장, CSI를 만들다",CHINA,Chinese(简体),高嬉貞,고희정,陳安,N,台灣麥克股份有限公司,2012,KDC구분 > Natural science,9789862033265,-1.0,-1.0,-1.0,N/A
"因为痛, 所以是爱情",은교,nan,Chinese(简体),朴范信,박범신,郑慧,N,中南出版传媒集团,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787543882256,0.0,0.0,-1.0,N/A
美术课,지식의 미술관,CHINA,Chinese(简体),李周宪,이주헌,齐芳,N,海南出版社,2012,KDC구분 > Arts,9787544342513,0.0,0.0,-1.0,N/A
人見人愛的17個受歡迎秘訣,친해지고 싶은 좋은 친구 친해지기 싫은 미운 친구,CHINA,Chinese(简体),姜境孝,姜境孝,徐月珠,N,三采文化出版事业有限公司,2012,KDC구분 > Philosophy,9789862296691,0.0,0.0,-1.0,N/A
分心大王的袱密特訓班,어린이를 위한 집중,CHINA,Chinese(简体),吉海蓮,길해연,徐若英,N,三采文化,2012,KDC구분 > Philosophy,9789862296899,0.0,0.0,-1.0,N/A
ПЕСНИ СЕГОДНЯШНЕГО И ЗАВТРАШНЕГО ДНЯ,오늘 그리고 내일의 노래,RUSSIAN FEDERATION,Russian(Русский),КИМ НАМ ЧЖО,김남조,г. н. ли,Y,ГИПЕРИОН,2012,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9785893321951,0.0,0.0,-1.0,N/A
СТРАСТИ СТРАНЫ УТРЕННЕЙ СВЕЖЕСТИ,신선한 아침나라의 열정: 20세기 한국의 시인들,RUSSIAN FEDERATION,Russian(Русский),"Ким Соволь др.,Ким Ок,Хан Ён У","김소월,김억,한용운","Ким Тэок,Иваницкий В.Г.",Y,Издательство ДЖЕМ,2012,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism > 20th century(‘10~’99),9785983870116,-1.0,-1.0,-1.0,N/A
DER GROßE STROM,대하,GERMANY,German(Deutsch),Kim Namcheon,김남천,"JUNG Youngsun,Herbert Jaumann",Y,Iudicium,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9783862050857,2.0,3.0,-1.0,N/A
ดอกไม้ ทะเล ภูเขา คิดถึง ท้องฟ้า พระจันทร์ ดาว ขอบคุณบุรุษไปรษณีย์ ดหมาย โปสต์การ์ด,꽃 바다 산 보고싶다 하늘 달 별 감사합니다 우체부 편지 엽서,nan,Thai(ภาษาไทย),nan,nan,บัญชา สุวรรณานนท์ แปล,N,นกดวงจันทร์,2012,nan,9786169095705,7.0,3.43,-1.0,N/A
Psia Kupa,강아지똥,POLAND,Polish(Polski),Kwon Jeong-saeng,권정생,nan,Y,Kwiaty Orientu,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,"9788393253432, 8393253438",-1.0,-1.0,-1.0,N/A
金南祚掌篇集『美しい人びと』,아름다운 사람들,nan,Japanese(日本語),金南祚,김남조,"鴻農映二,高野愛",Y,花神社,2012,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1945-1999,9784760219971,-1.0,-1.0,-1.0,N/A
FUGLEN,새,NORWAY,Norwegian(Norsk),Oh Jung-Hee,오정희,Jarne Byhre,Y,SOLUM,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788256017140,222.0,3.65,14.99,Kindle
熔爐,도가니,nan,Chinese(简体),孔枝泳,공지영,張琪惠,Y,麥田出版,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789861737881,486.0,4.31,20.89,Kindle
CENDRES ET ROUGE,재와 빨강,FRANCE,French(Français),PYUN Hye-young,편혜영,"Lim Yeong-Hee,Françoise Nagel",Y,Philippe Picquier,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782809703535,1345.0,3.14,16.99,Kindle
Би эмээтэйгээ амьдардаг,나는 할머니와 산다,MONGOLIA,Mongolian(Монгол Хэл),Чвэ Миньгён,최민경,Даваасамбуу.гийн Эрдэнэсүрэн,Y,Nom Hur,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789996296208,-1.0,-1.0,-1.0,N/A
Hur gick det för mannen som satt fast i hissen?,엘리베이터에 낀 그 남자는 어떻게 되었나,SWEDEN,Swedish(Svenska),Kim Young-Ha,김영하,"Jonas Thelander,Gunnar Bergström",Y,Tranan,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9789186307646,437.0,3.49,-1.0,N/A
"这些年, 我们忽略的事",서른 살엔 미처 몰랐던 것들,CHINA,Chinese(简体),nan,김선경,李政芸,N,广西科学技术出版社,2012,KDC구분 > literature > Korean Literature > Essay > 21st century,9787807637455,0.0,0.0,-1.0,N/A
QUIZ SHOW,퀴즈쇼,FRANCE,French(Français),Kim Young-Ha,김영하,nan,Y,nan,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782809703344,118.0,3.61,9.99,Kindle
AUGEN AUS TAU,우리는 서로 부르고 있는 것일까,GERMANY,German(Deutsch),Mah chonggi,마종기,"Gwi-Bun Schibel-Yang,Wolfgang Schibel",Y,델타출판사,2012,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9783927648456,0.0,0.0,-1.0,N/A
夢遊桃源図,몽유도원도,JAPAN,Japanese(日本語),崔仁浩,최인호,井手俊作,Y,コールサック社,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,9784864350808,0.0,0.0,-1.0,N/A
他人の部屋,타인의 방,JAPAN,Japanese(日本語),崔仁浩,최인호,井手俊作,Y,コールサック社,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9784864350792,0.0,0.0,-1.0,N/A
Nueve Pares de zapatos,아홉 켤레의 구두로 남은 사내,ARGENTINA,Spanish(Español),Yun Heung-gil,윤흥길,"Song Byeong-Sun,Mo Ji-woong",Y,Bajo la luna,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9789871803200,25.0,3.12,-1.0,N/A
老爸，快跑,"달려라, 아비",CHINA,Chinese(简体),金爱烂,김애란,许先哲,Y,上海文艺出版社,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787532145140,150.0,3.77,-1.0,N/A
La poule qui voulait vivre sa vie,마당을 나온 암탉,nan,French(Français),黄善美,황선미,"Lim Yeong-Hee,Françoise Nagel",Y,ROMANS CHAN-OK,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782916899725,20515.0,3.98,5.99,Kindle
上学我会守纪律,학교에 갈 때 꼭꼭 약속해,CHINA,Chinese(简体),朴恩京,박은경,崔莲花,Y,北京新星出版社,2012,KDC구분 > Social science,9787513307710,0.0,0.0,-1.0,N/A
一个人在家我不怕,집에 있을 때 꼭꼭 약속해,CHINA,Chinese(简体),朴恩京,박은경,崔莲花,Y,北京新星出版社,2012,KDC구분 > Social science,9787513307710,0.0,0.0,-1.0,N/A
出门在外我会小心,나들이 갈 때 꼭꼭 약속해,CHINA,Chinese(简体),朴恩京,박은경,崔莲花,Y,北京新星出版社,2012,KDC구분 > Social science,9787513307710,0.0,0.0,-1.0,N/A
Ein seltsamer Verein,김영하 단편선: 피뢰침,GERMANY,German(Deutsch),Kim Young-Ha,김영하,"Hoo Nam Seelmann-Park,Rudolf Bussmann",Y,Konkurbuch,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9783887697761,5.0,3.4,9.99,Kindle
Samguk jusa,삼국유사,CZECH REPUBLIC,Czech(Český Jazyk),일연,일연,"Miriam Löwensteinová,Marek Zemánek",Y,NAKLADATELSTVÍ LIDOVÉ NOVINY,2012,KDC구분 > History > Asia > Korea,9788074221767,94.0,3.98,7.99,Kindle
CHWASTY,객지_황석영 중단편전집,POLAND,Polish(Polski),Hwang Seokyeong,황석영,"Choi Sung Eun,Beata Kang-Bogusz",Y,Kwiaty Orientu,2012,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9788393253470,301.0,3.99,14.99,Kindle
Das Schöne verschmäht mich,아름다움이 나를 멸시한다,GERMANY,German(Deutsch),Eun Hee-Kyung,은희경,"Kim Hyun-sook,Manfred Selzer",Y,EOS,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9783830675662,1.0,5.0,-1.0,N/A
Am Fluss,천변풍경,GERMANY,German(Deutsch),Pak T`aewon,박태원,"Matthias Augustin,Kyunghee Park",Y,OSTASIEN Verlag,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9783940527660,-1.0,-1.0,-1.0,N/A
ЛЮЪОВЪ В ДУНЪХУAНЕ,둔황의 사랑,RUSSIAN FEDERATION,Russian(Русский),Юн Ху Мён,윤후명,"ЛЮЪОВЙ Тен,Млхаила пака",Y,Святигор,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9785931890814,-1.0,-1.0,-1.0,N/A
عمي البرىء,치숙,nan,Arabic(اللغة العربية),تشاي مان شيك,채만식,نيرة نشأت,Y,Sphinx Agency,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9789776299702,-1.0,-1.0,-1.0,N/A
冒险15人组 第1集：无人岛生存大考验,15소년 어드벤처 1: 무인도 생존기,CHINA,Chinese(简体),崔德熙,최덕희,李荣,N,浙江教育出版社,2012,KDC구분 > literature > Korean Literature > Children and Adolescents,9787553600888,0.0,0.0,-1.0,N/A
"Canto bajo una fortaleza, El pájaro de las alas de oro","새하곡, 금시조",PERU,Spanish(Español),Yi MunYol,이문열,"Lee Yongsun,Francisco Carranza",Y,Estruendomudo,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786124616822,7.0,3.86,-1.0,N/A
15 CÓDIGOS DE LA CULTURA COREANA,한국의 문화코드 15가지,ARGENTINA,Spanish(Español),Kim Yeolgyu,김열규,Antonio J. Doménech del Rio,Y,BAJOLALUNA,2012,KDC구분 > Social science,9789871803286,0.0,0.0,-1.0,N/A
Blanket travel,이불여행,SINGAPORE,English(English),Kim Da-Jeong,김다정,Kim Da-Jeong,N,Epigram Books,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789810732189(Pbk.),-1.0,-1.0,-1.0,N/A
金龟子，我为你骄 傲,장하다 똥구리!,CHINA,Chinese(简体),李贤淑,이현숙,李荣,N,浙江敎育出版社,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787533896454,-1.0,-1.0,-1.0,N/A
