Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN
Unkraut und andere Prosa,황석영 단편선,GERMANY,German(Deutsch),Hwang Sok-yong,황석영,"Oh Dong-Sik,Kang Seung-Hee,Torsten Zaiak,Martin Tutsch",Y,델타출판사,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9783927648364
Wie anders sind die Nächte,"아, 입이 없는 것들",,German(Deutsch),Lee Seong-Bok,이성복,"Kang Yeo-Kyu,Uwe Kolbe",Y,Wallstein Verlag,2011,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9783835308688
Měsíc mysli úplně kulatý,경허집: 선시선,CZECH REPUBLIC,Czech(Český Jazyk),,경허,Ivana M. Gruberová,Y,달마가이아,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9788074360138
韓国近現代戱曲選,한국근대희곡선: 1930~1960년대,JAPAN,Japanese(日本語),柳致眞,유치진,"明眞淑,朴泰圭,石川樹利",Y,論創社,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9784846009687
La Confesión,진술,SPAIN,Spanish(Español),Haïlji,하일지,"LEE HYEKYUNG,José Catalán",Y,Verbum,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9788479626914
Korea Müüt,한국의 신화,ESTONIA,Estonian(Eesti),Daeseok Seo,서대석,Seo Jinseok,Y,Tänapäev,2011,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,9789985629017
Республика корея,한국: 동화를 찾아서,RUSSIAN FEDERATION,Russian(Русский),Александр Мелихов,알렉산더 멜리호프,,Y,Limbus Press,2011,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,9785837005640
Waxen wings,촛농날개 외,,English(English),Yi,이효석,Ju-Chan Fulton,N,koryo,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9781597432030
"Ода о драконах, летяших к небу",용비어천가,RUSSIAN FEDERATION,Russian(Русский),,,"E.H. Кондратъевой,O.M. Mазо",Y,вост,2011,KDC구분 > literature > Korean Literature > Korean Poetry > Gasa > Joseon gayo,9785020364691
РАЗДВОЕНИЕ,모순,,Bulgarian(български),ЯНГ КУИДЖА,양귀자,"Со Йънг Ким,Йорданка Александрова",Y,이즈톡 자파드,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9789543218530
BLÜTEN DES AUGENBLICKS,순간의 꽃,GERMANY,German(Deutsch),KO UN,고은,Hans-Jürgen Zaborowski,Y,SUHRKAMP,2011,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9783518422250
"Истории, записанные на горе Золотая Черепаха",금오신화,RUSSIAN FEDERATION,Russian(Русский),Ким Сисып,김시습,"Г.Рачков,В.Сорокин,Д.Восресенский",Y,ГИПЕРИОН,2011,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,9785893321791
КΛУБ ФАНТАЗИЙ,환상소설첩,RUSSIAN FEDERATION,Russian(Русский),"на до хянг,Ан Хи Нам,Ли Кван С","나도향,안회남,이광",И. Нигай,Y,ГИПЕРИОН,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9785893321746
Heimat,고향,GERMANY,German(Deutsch),Yi Kiyong,이기영,"Heike Lee,Lee Tae Hoon",Y,OSTASIEN Verlag,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783940527561
Wolkenträume,구운몽,GERMANY,German(Deutsch),Kim Manjung,김만중,Albrecht Huwe,Y,EOS,2011,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,9783830674917
Autobiographie aus Eis,얼음의 자서전,GERMANY,German(Deutsch),CHOI Seung-Ho,최승호,"Park Kyunghee,Kurt Drawert",Y,Wallstein Verlag,2011,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9783835309760
KOREANISCHE LITERATUR DES 20. JAHRHUNDERTS,20세기 한국문학의 이해,GERMANY,German(Deutsch),"Lee Namho,Uh Chanje,Lee Kwangh","이남호,우찬제,이광","JUNG Youngsun,Herbert Jaumann",Y,iudicium verlag,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9783862051014
Annyira kisaly vagy!,넌 너무 멋져,HUNGARY,Hungarian(Magyar),Li Jong-Hi,이영희,Kálovics Dalma,Y,Vad Viragok Konyvmuhely,2011,KDC구분 > Arts > Painting > Caricatures >  illustration,9789639998117
讓倒數第一變成第一名的神奇力量,1등급 공부습관,CHINA,Chinese(简体),崔仁鎬,최인호,崔冬梅,N,和平國際文化有限公司,2011,KDC구분 > Social science,"9789862252154, 9862252154"
菜食主義者,채식주의자,JAPAN,Japanese(日本語),ハン・ガン,한강,きむふな,Y,CUON,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784904855027
我是谁的阿凡达,나는 누구의 아바타일까,,Chinese(简体),林兌姬,임태희,郝智慧,N,安徽文艺出版社,2011,KDC구분 > literature > Korean Literature > Children and Adolescents,9787539636931
小子万得,완득이,,Chinese(简体),金呂玲,김려령,黄丽柏,N,安徽文艺出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787539636955
如此灼热的蓝,이토록 뜨거운 파랑,,Chinese(简体),申黎郎,신여랑,杨成建,N,安徽文艺出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787539636948
小雀斑和豆饼脸,깨소금과 옥떨메,,Chinese(简体),朴范信,박범신,陈彦安,N,安徽文艺出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9787539636962
十七岁的头发,열일곱살의 털,,Chinese(简体),金海原,김해원,金善女,N,安徽文艺出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787539637044
名流,셀러브리티,,Chinese(简体),郑秀贤,정수현,王吟,N,湖南人民,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9787543870659
yujin et yujin,유진과 유진,,French(Français),Lee Geumyi,이금이,"Lim Yeong-Hee,Marie Boudewyn",Y,,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782809702590
LES RATS DE MUSÉE,미술관의 쥐,FRANCE,French(Français),Lee Eun,이은,"Lim Yeong-Hee,Françoise Nagel",Y,,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Detective >  Adventure,9782809702705
請照顧我媽媽,엄마를 부탁해,,Chinese(简体),申京淑,신경숙,"薛舟,徐丽红",N,圓神出版社有限公司,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789861333649
真神奇!我是圖解英交2000單字書從英文子母形狀A to Z中看懂單子,알파벳만 알면 영단어가 보인다,CHINA,Chinese(简体),,최재봉,李秀蓮,N,和平國際文化,2011,KDC구분 > Language > English,"9789866209475, 9866209474"
ПРИХОДИТЕ НА ПОЛЕ ГАОЛЯНА,수수밭으로 오세요,RUSSIAN FEDERATION,Russian(Русский),Кон Сонок,공선옥,"Чо Гын Хи,В. Мокляк",Y,ГИПЕРИОН,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9785893321807
将宠坏的孩子培养成领袖人物,응석받이 외동아이 리더십 있는 아이로 키우기,CHINA,Chinese(简体),,구정은,邢青青,N,浙江科学技术出版社,2011,KDC구분 > Technology,"9787534142000, 7534142008"
別让你的 坏习惯 毁了孩子,아이 인생에 독이 되는 부모와 빽이 되는 부모는 따로 있다,CHINA,Chinese(简体),,한기연,金京锋,N,浙江科学技术出版社,2011,KDC구분 > Technology > Human ecology > Child rearing,9787534141928
ŞAIR,시인,TURKIYE,Turkish(Türkçe),Yi Mun-Yol,이문열,"Lee Nan-A,Paheulettin Aleuseullan",Y,델타출판사,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789944362290
Instances,최정례 시선,UNITED STATES,English(English),Jeongrye Choi,최정례,"Brenda Hillman,Wayne de Fremery,Jeongrye Choi",Y,Parlor Press,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9781602352346
Narradoras coreanas contemporáneas,한국 여성작가 단편선집,SPAIN,Spanish(Español),"Oh Jung-Hee,YANG GUI-JA,Eun He","오정희,양귀자,은희",KIM UN KYUNG,Y,Verbum,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9788479626969
Bäume am Abhang,나무들 비탈에 서다,GERMANY,German(Deutsch),Hwang Soon-Won,황순원,"Ki-Hyang Lee,Martin Herbst",Y,Königshausen & Neumann,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,9783826046223
El secreto para desterrar la ignorancia,격몽요결,SPAIN,Spanish(Español),YI YULGOK,이이,"Kim Hyun-Chang,Antonio J. Doménech del Rio",Y,Verbum,2011,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,9788479626983
读懂 孩子的 內心世界,(내 아이의 속마음을 척척 읽어내는) 어린아이 심리학,CHINA,Chinese(简体),,"홍기묵,한미현",金京锋,N,浙江科学技术出版社,2011,KDC구분 > Philosophy > Psychology,"9787534141935, 7534141931"
成功养育 孩子必做的 46 件事,성장비타민,CHINA,Chinese(简体),,송정림,金京锋,N,浙江科学技术出版社,2011,KDC구분 > Technology > Human ecology > Child rearing,"9787534141942, 753414194X"
Jahreszeiten des Exils,낯선 시간 속으로,GERMANY,German(Deutsch),YI IN-SEONG,이인성,"Kim Sun-Hi,Edeltrud Kim",Y,Peperkorn,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9783929181869
Trois jours en automne,그 가을의 사흘 동안,FRANCE,French(Français),Park Wan-seo,박완서,"Benjamin Joinau,Lee Jeong-soon",Y,Atelier des Cahiers,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9782952928670
馋了吗? 想发脾气吗? 去旅行吧!,배고프면 화나는 그녀 여행을 떠나다,CHINA,Chinese(简体),申艺熙,신예희,李悦,N,生活,2011,KDC구분 > History,"9787108036858, 7108036851"
a titokzatos menyasszony,정체불명 새색시,HUNGARY,Hungarian(Magyar),Huh Kook-Hwa,허국화,Kálovics Dalma,Y,Vad Viragok Konyvmuhely,2011,KDC구분 > Arts,9789639998186
A silla királyság ékköve,선덕여왕,,Hungarian(Magyar),Rju Ungjon,류은경,"Kim Jonshjou,Pak Szangjon",Y,Vad Viragok Konyvmuhely,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789639998155
A History of Korean Science and Technology,한국의 과학사,,English(English),,전상운,"Robert Carrubba,Lee Sung Kyu",N,NUS,2011,KDC구분 > Natural science,9789971694029
ÉCRITS DE SANG,이상수필전집,FRANCE,French(Français),Lee Sang,이상,"Son Mihae,Jean-Pierre Zubiate",Y,이마고 출판사,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9782849521489
天风星星与诗,하늘과 바람과 별과 시,CHINA,Chinese(简体),尹东柱,윤동주,裴但以理,Y,吉林大学出版社,2011,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,9787560174525
金裕贞短篇小说选,김유정 단편소설선,CHINA,Chinese(简体),金裕贞,김유정,李玉花,Y,吉林大学出版社,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9787560174549
浊流,탁류,CHINA,Chinese(简体),蔡万植,채만식,金莲顺,Y,吉林大学出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9787560174518
泥土,흙,CHINA,Chinese(简体),李光洙,이광수,"李承梅,李龙海",Y,吉林大学出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9787560174532
脱乡-李浩哲短篇小说集,탈향: 이호철단편소설집,CHINA,Chinese(简体),李浩哲,이호철,崔成德,Y,吉林大学出版社,2011,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9787560176635
云岘宫之春,운현궁의 봄,CHINA,Chinese(简体),金東仁,김동인,南光哲,Y,吉林大学出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,9787560174501
أرجوك اعتن بأمي,엄마를 부탁해,,Arabic(اللغة العربية),شين كيونغ سوك,신경숙,"تشاي يونغ كيم,أفنان محمد سعد الدين",Y,Arab Scientific Publishers,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9786140103047
DĚJINY KOREJSKÉ KLASICKÉ LITERATURY,한국고전문학사: 고대에서 19C말까지,CZECH REPUBLIC,Czech(Český Jazyk),"Čong Min,Čong Pjong-sol,Ko Mi-","정민,정병설,고미숙",Vladimir Pucek,Y,UNIVERZITA KARLOVA V PRAZE NAKLADATELSTVÍ KAROLINU,2011,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,9788024617312
拯救地球大作戰.環境荷爾蒙,환경의 역습,CHINA,Chinese(简体),吳炫,오현,徐若英,N,三采文化,2011,KDC구분 > Technology,"9789862295762, 9862295767"
为了皇帝,황제를 위하여 1,CHINA,Chinese(简体),李文烈,이문열,韩梅,Y,人民文学出版社,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9787020085231
MISSION PYONG YANG,평양프로젝트: 얼렁뚱땅 오공식의 만화 북한기행,FRANCE,French(Français),OH YEONG JIN,오영진,"Song Hee-ok,Sarah Waligorski",N,Editions FLBLB,2011,KDC구분 > literature > Korean Literature > Diary >  Letter >  Travelogue,9782357610200
EL TIEMPO HUMANO,인간의 시간,ARGENTINA,Spanish(Español),Mu-san Baek,백무산,,Y,BAJOLALUNA,2011,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9789781803095
No Brilla la Luz Verdadera,어느날 나는 흐린 주점에 앉아 있을 거다,ARGENTINA,Spanish(Español),Hwang Ji-woo,황지우,"YONG-TAE MIN,Miguel Galanes",Y,BAJOLALUNA,2011,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9789871803088
"Por favor, cuida de mamá",엄마를 부탁해,SPAIN,Spanish(Español),Kyung-Sook Shin,신경숙,Aurora Echevarría,N,Grijalbo,2011,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9788425346255
中学生必读的图解科学漫画.,살아있는 과학 교과서,CHINA,Chinese(简体),"金泰镒,洪俊义,高贤德","김태일,홍준의,최훈",美林权,N,河北教育,2011,KDC구분 > Natural science,"9787543483903, 7543483904"
中学生必读的图解科学漫画.,살아있는 과학 교과서,CHINA,Chinese(简体),"金泰镒,洪俊义,高贤德","김태일,홍준의,최훈",翻世甄,N,河北教育,2011,KDC구분 > Natural science,"9787543483897, 7543483890"
中学生必读的图解科学漫画.,살아있는 과학 교과서,CHINA,Chinese(简体),"金泰镒,洪俊义,高贤德","김태일,홍준의,최훈",翻世甄,N,河北教育,2011,KDC구분 > Natural science,"9787543483880, 7543483882"
中学生必读的图解科学漫画.,살아있는 과학 교과서,CHINA,Chinese(简体),"金泰镒,洪俊义,高贤德","김태일,홍준의,최훈",翻世甄,N,河北教育,2011,KDC구분 > Natural science,"9787543483873, 7543483874"
中学生必读的图解科学漫画.,살아있는 과학 교과서,CHINA,Chinese(简体),"金泰镒,洪俊义,高贤德","김태일,홍준의,최훈",翻世甄,N,河北教育,2011,KDC구분 > Natural science,"9787543483866, 7543483866"
